,Delay OID,Description,Engine Stopped Flag,Field Notification Required Flag,Production Reporting Only Flag,Delay Class Name,Delay Class Category Name,Target Machine Name,Target Machine Class Name,Target Machine Class Description,Target Machine Class Category Name,Delay Start Timestamp (GMT8),Delay Finish Timestamp (GMT8),Delay Finish - Start
0,10721642969,MACHINE GEN Started a delay: 2110_Operator_Hot_Seat,N,N,Y,2110_Operator_Hot_Seat,Scheduled Process Down,WL7030,994H,Wheel Loader,Loader Classes,26-07-2020 02:04,26-07-2020 02:08,222
1,10721643044,6026,N,Y,Y,4070_Wait_on_Access,Unscheduled Process Down,DT5266,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 01:59,26-07-2020 02:05,408
2,10721643462, - [STOP_MACHINE : [PRIMARY_POWERTRAIN]],N,N,Y,8200 Health Event,Unscheduled Equipment Down,DT5271,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 02:06,26-07-2020 02:06,11
3,10721643635, - [STOP_MACHINE : [PRIMARY_POWERTRAIN]] access ladder down M5 putting back up ,N,Y,Y,4170_Operator_Equipment_Checks,Unscheduled Process Down,DT5271,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 02:06,26-07-2020 02:23,1043
4,10721645207,5271,N,Y,N,7410_Behind_Delayed_Machine,Unscheduled Process Down,DT5212,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 02:09,26-07-2020 02:15,316
5,10721645447,5271,N,Y,N,7410_Behind_Delayed_Machine,Unscheduled Process Down,DT5272,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 02:10,26-07-2020 02:15,288
6,10721646009,MACHINE GEN Started a delay: 2110_Operator_Hot_Seat,N,N,Y,2110_Operator_Hot_Seat,Scheduled Process Down,EX7028,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,26-07-2020 02:11,26-07-2020 02:17,352
7,10721646475,,N,Y,Y,7440 Obstacle Detection,Unscheduled Process Down,DT5171,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 02:12,26-07-2020 02:13,18
8,10721647114,MACHINE GEN Started a delay: 4010_Relocation,N,Y,Y,4010_Relocation,Unscheduled Process Down,EX7021,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,26-07-2020 02:14,26-07-2020 02:19,295
9,10721647190,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX7100,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,26-07-2020 02:14,26-07-2020 02:16,113
10,10721647872,,Y,Y,N,2020_Refuelling,Scheduled Process Down,DT5294,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 02:15,26-07-2020 02:42,1600
11,10721647914,,N,N,Y,7440 Obstacle Detection,Unscheduled Process Down,DT5190,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 02:14,26-07-2020 02:15,96
12,10721648042,2W Mech Svce,N,Y,N,3000_Scheduled_Maintenance,Scheduled Equipment Down,WL7058,WA1200,Komatsu 1200 Series Wheel Loader,Loader Classes,26-07-2020 02:16,27-07-2020 04:51,95744
13,10721648477,,N,Y,Y,7440 Obstacle Detection,Unscheduled Process Down,DT5293,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 02:16,26-07-2020 02:17,9
14,10721648526,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX7154,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,26-07-2020 02:17,26-07-2020 02:18,93
15,10721648616,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX7028,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,26-07-2020 02:17,26-07-2020 02:18,86
16,10721648798,,N,N,Y,7440 Obstacle Detection,Unscheduled Process Down,DT5211,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 02:16,26-07-2020 02:18,97
17,10721777733,Emergency Tone Testing,N,Y,N,4110_Emergency/Incident,Unscheduled Process Down,DT5272,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:01,26-07-2020 08:06,309
18,10721777734,Emergency Tone Testing,N,Y,Y,4110_Emergency/Incident,Unscheduled Process Down,DT5287,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:01,26-07-2020 08:01,5
19,10721777735,Emergency Tone Testing,N,Y,N,4110_Emergency/Incident,Unscheduled Process Down,DT5221,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:01,26-07-2020 08:04,143
20,10721777737,Emergency Tone Testing,N,Y,N,4110_Emergency/Incident,Unscheduled Process Down,DT5248,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:01,26-07-2020 08:04,153
21,10721777738,Emergency Tone Testing,N,Y,N,4110_Emergency/Incident,Unscheduled Process Down,DT5402,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:01,26-07-2020 08:05,190
22,10721777753,Emergency Tone Testing,N,Y,N,4110_Emergency/Incident,Unscheduled Process Down,DT5214,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:01,26-07-2020 08:04,134
23,10721777757,Emergency Tone Testing,N,Y,N,4110_Emergency/Incident,Unscheduled Process Down,DT5287,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:01,26-07-2020 08:04,179
24,10721777758,Emergency Tone Testing,N,Y,N,4110_Emergency/Incident,Unscheduled Process Down,DT5213,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:01,26-07-2020 08:04,132
25,10721777759,Emergency Tone Testing,N,Y,N,4110_Emergency/Incident,Unscheduled Process Down,DT5212,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:01,26-07-2020 08:04,130
26,10721777769,Emergency Tone Testing,N,Y,N,4110_Emergency/Incident,Unscheduled Process Down,DT5225,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:01,26-07-2020 08:04,145
27,10721777796,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX8046,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,26-07-2020 08:02,26-07-2020 08:06,273
28,10721777799,Emergency Tone Testing,N,N,Y,4110_Emergency/Incident,Unscheduled Process Down,DT5210,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:01,26-07-2020 08:03,83
29,10721778215,A scheduled assignment arrival delay.,Y,Y,N,2020_Refuelling,Scheduled Process Down,DT5295,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:03,26-07-2020 08:21,1032
30,10721778270,,N,N,Y,7420 Waiting For Permissions,Unscheduled Process Down,DT5216,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:03,26-07-2020 08:06,194
31,10721778370,,N,N,Y,7420 Waiting For Permissions,Unscheduled Process Down,DT5293,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:04,26-07-2020 08:06,161
32,10721778489,,N,N,Y,7420 Waiting For Permissions,Unscheduled Process Down,DT5405,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:04,26-07-2020 08:06,133
33,10721779131,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX7020,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,26-07-2020 08:06,26-07-2020 08:10,248
34,10721779181, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,Y,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5210,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:06,26-07-2020 08:07,62
35,10721779312,Daily Service,N,Y,N,3000_Scheduled_Maintenance,Scheduled Equipment Down,EX8047,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,26-07-2020 08:06,26-07-2020 08:55,2918
36,10721779339, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5267,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:07,26-07-2020 08:08,70
37,10721779453, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5306,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:07,26-07-2020 08:08,91
38,10721779482, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5170,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:07,26-07-2020 08:07,11
39,10721779517, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5210,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:07,26-07-2020 08:08,65
40,10721779556, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5170,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:07,26-07-2020 08:08,36
41,10721779581, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5190,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:04,26-07-2020 08:08,236
42,10721779675, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5212,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:06,26-07-2020 08:08,107
43,10721779689, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5236,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:07,26-07-2020 08:08,26
44,10721779747, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5286,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:07,26-07-2020 08:09,130
45,10721780443,Tyres,N,N,N,4110_Emergency/Incident,Unscheduled Process Down,DT5265,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:09,26-07-2020 10:32,8534
46,10721780976, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,Y,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5227,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:09,26-07-2020 08:12,170
47,10721781344,Lanes,N,Y,Y,7210 Unscheduled Process Downtime Autonomous,Unscheduled Process Down,DT5286,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:10,26-07-2020 08:14,208
48,10721782239,,N,N,Y,7440 Obstacle Detection,Unscheduled Process Down,DT5286,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:14,26-07-2020 08:15,52
49,10721783428,,N,N,Y,7440 Obstacle Detection,Unscheduled Process Down,DT5215,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:17,26-07-2020 08:18,24
50,10721785198,After Breakdown,N,N,Y,2060_Relocation,Scheduled Process Down,EX8044,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,26-07-2020 08:22,26-07-2020 08:28,346
51,10721785325,MACHINE GEN Started a delay: 8000 Survey and Face Advance work,N,N,Y,8000 Survey and Face Advance work,Unscheduled Process Down,EX7020,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,26-07-2020 08:22,26-07-2020 08:27,299
52,10721787297,,N,N,Y,7440 Obstacle Detection,Unscheduled Process Down,DT5401,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:28,26-07-2020 08:28,26
53,10721787598, - [STOP_MACHINE : [PRIMARY_POWERTRAIN]],N,N,Y,8200 Health Event,Unscheduled Equipment Down,DT5211,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:29,26-07-2020 08:32,175
54,10721777709,Emergency Tone Testing,N,Y,N,4110_Emergency/Incident,Unscheduled Process Down,DT5273,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,26-07-2020 08:01,26-07-2020 08:04,167
55,10718383629,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX8049,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,20-07-2020 04:41,20-07-2020 04:44,151
56,10718383758,,N,N,Y,7440 Obstacle Detection,Unscheduled Process Down,DT5213,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 04:41,20-07-2020 04:42,30
57,10718384842,MACHINE GEN Started a delay: 4000_No_Operator,Y,Y,N,4000_No_Operator,Unscheduled Process Down,WL6301,Cat992K,Caterpillar 992 K Series Wheel Loader,Loader Classes,20-07-2020 01:57,20-07-2020 02:35,2278
58,10718385588,,N,N,Y,7470 Office Machine Lock (Single Truck),Unscheduled Process Down,DT5271,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 04:47,20-07-2020 04:47,12
59,10718388133,8040,N,Y,Y,4070_Wait_on_Access,Unscheduled Process Down,DT5266,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 04:53,20-07-2020 04:54,16
60,10718388416,issues with startup,Y,Y,N,4170_Operator_Equipment_Checks,Unscheduled Process Down,EX8046,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,20-07-2020 04:54,20-07-2020 04:58,217
61,10718388824,7021,N,Y,N,4191 Loading tool breakdown,Unscheduled Process Down,DT5168,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 04:55,20-07-2020 05:00,291
62,10718388825,7021,N,Y,N,4191 Loading tool breakdown,Unscheduled Process Down,DT5271,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 04:55,20-07-2020 05:00,291
63,10718388826,7021,N,Y,N,4191 Loading tool breakdown,Unscheduled Process Down,DT5406,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 04:55,20-07-2020 05:00,291
64,10718388827,7021,N,Y,N,4191 Loading tool breakdown,Unscheduled Process Down,DT5226,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 04:55,20-07-2020 05:00,291
65,10718388858, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5402,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 04:50,20-07-2020 04:58,441
66,10718388868, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5170,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 04:55,20-07-2020 04:58,170
67,10718388988, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5281,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 04:55,20-07-2020 04:58,161
68,10718389002, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5251,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 04:55,20-07-2020 04:55,11
69,10718389029, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5305,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 04:55,20-07-2020 05:01,318
70,10718389080, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5251,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 04:55,20-07-2020 04:58,151
71,10718389236, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5221,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 04:56,20-07-2020 04:57,81
72,10718389324, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5296,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 04:56,20-07-2020 04:57,69
73,10718389333, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5214,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 04:55,20-07-2020 04:57,124
74,10718389386, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5317,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 04:56,20-07-2020 04:57,68
75,10718389441, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5265,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 04:56,20-07-2020 04:57,62
76,10718389461, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5274,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 04:56,20-07-2020 04:57,58
77,10718389463, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5293,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 04:56,20-07-2020 04:57,57
78,10718389471, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5269,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 04:56,20-07-2020 04:57,11
79,10718389501, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5223,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 04:56,20-07-2020 04:57,52
80,10718389526, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5269,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 04:57,20-07-2020 04:57,42
81,10718389544, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5215,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 04:56,20-07-2020 04:58,120
82,10718389999,MACHINE GEN Started a delay: 4010_Relocation,N,N,Y,4010_Relocation,Unscheduled Process Down,EX8046,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,20-07-2020 04:58,20-07-2020 05:02,257
83,10718391485,MACHINE GEN Started a delay: 4000_No_Operator,Y,N,N,4000_No_Operator,Unscheduled Process Down,EX7020,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,20-07-2020 05:01,20-07-2020 05:21,1216
84,10718391942,MACHINE GEN Started a delay: 4010_Relocation,N,N,Y,4010_Relocation,Unscheduled Process Down,EX8047,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,20-07-2020 05:03,20-07-2020 05:10,431
85,10718392312, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,Y,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5216,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 05:01,20-07-2020 05:04,160
86,10718393180,,N,N,Y,7460 A-Stop,Unscheduled Process Down,DT5405,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 05:05,20-07-2020 05:05,29
87,10718393208,,N,N,Y,7460 A-Stop,Unscheduled Process Down,DT5272,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 05:05,20-07-2020 05:06,34
88,10718393878,,N,N,Y,7440 Obstacle Detection,Unscheduled Process Down,DT5294,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 05:07,20-07-2020 05:07,24
89,10718395077,,N,Y,Y,7440 Obstacle Detection,Unscheduled Process Down,DT5294,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 05:09,20-07-2020 05:11,68
90,10718395534,,N,Y,Y,7440 Obstacle Detection,Unscheduled Process Down,DT5294,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 05:11,20-07-2020 05:14,202
91,10718395960, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,Y,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5170,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 05:12,20-07-2020 05:13,63
92,10718675663,C1 Down,N,Y,N,4190_Unscheduled_Idle,Unscheduled Process Down,WL7058,WA1200,Komatsu 1200 Series Wheel Loader,Loader Classes,20-07-2020 15:52,20-07-2020 16:11,1148
93,10718675733,,N,N,Y,7440 Obstacle Detection,Unscheduled Process Down,DT5172,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 15:52,20-07-2020 15:53,28
94,10718675740,A scheduled assignment arrival delay.,Y,Y,N,2020_Refuelling,Scheduled Process Down,DT5296,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 15:53,20-07-2020 16:11,1119
95,10718675834, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,Y,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5210,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 15:51,20-07-2020 15:54,189
96,10718676379,MACHINE GEN Started a delay: 4170_Operator_Equipment_Checks,N,N,Y,4170_Operator_Equipment_Checks,Unscheduled Process Down,WL6303,Cat992K,Caterpillar 992 K Series Wheel Loader,Loader Classes,20-07-2020 15:54,20-07-2020 16:05,651
97,10718676720,Daily Service,N,N,N,3000_Scheduled_Maintenance,Scheduled Equipment Down,EX7154,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,20-07-2020 14:16,20-07-2020 14:46,1778
98,10718676723, - [STOP_MACHINE : [BRAKE_CHARGING]],N,N,Y,8200 Health Event,Unscheduled Equipment Down,DT5294,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 15:55,20-07-2020 15:56,50
99,10718676769,sent in early (37%)  for PC (speed restricted),N,Y,N,3000_Scheduled_Maintenance,Scheduled Equipment Down,DT5250,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 15:19,20-07-2020 15:29,566
100,10718676783,MACHINE GEN Started a delay: 2020_Refuelling,Y,Y,N,2020_Refuelling,Scheduled Process Down,EX7020,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,20-07-2020 15:55,20-07-2020 16:12,1032
101,10718677794, - [STOP_MACHINE : [BRAKE_CHARGING]],N,N,Y,8200 Health Event,Unscheduled Equipment Down,DT5294,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 15:58,20-07-2020 15:59,95
102,10718678050,5294,N,Y,N,4020_Wait_on_Equipment,Unscheduled Process Down,EX7028,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,20-07-2020 15:59,20-07-2020 15:59,40
103,10718678544,A scheduled assignment arrival delay.,Y,Y,N,2020_Refuelling,Scheduled Process Down,DT5214,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 16:00,20-07-2020 16:28,1670
104,10718679027, - [STOP_MACHINE : [BRAKE_CHARGING]],N,Y,Y,8200 Health Event,Unscheduled Equipment Down,DT5294,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,20-07-2020 16:00,20-07-2020 16:03,189
105,10718679145,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX8044,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,20-07-2020 16:02,20-07-2020 16:05,144
106,10718680175,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX7154,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,20-07-2020 16:05,20-07-2020 16:11,383
107,10718680239,MACHINE GEN Started a delay: 2110_Operator_Hot_Seat,N,N,Y,2110_Operator_Hot_Seat,Scheduled Process Down,WL7039,WA1200,Komatsu 1200 Series Wheel Loader,Loader Classes,20-07-2020 16:05,20-07-2020 16:09,221
